,gender,degs_code,degc_code,levl_code,college,code,conc_code_1,grad_date,term_code_grad,major,intern_this,job01,job_ft_pt,job_hired,job_interest,job_relatemajor,plan_service,plan_same,plan_military,cc_use,cc_first,cc_use_service,cc_intern,cc_many,find,GradDate,job,job_company,job_title,job_industry,job_salary,grad,grad_degree,degree_other,study_field,schoolname,group,noschool,nojob,group01,group02,group10,noplangrad,gpa,hs_gpa,state,natn,new_total,new_math,new_verbal
490,F,UA,BA,UW,ST,HIS, ,5/31/19,201901,History,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,Master's, ,Public Health,NYU,3, ,1, , , , ,3.938596487,95.62,NY, ,1300,640,660
491,M,UA,BA,UM,YC,PSY, ,1/31/19,201809,Psychology, , , , , , , , , , , , , , , ,Jan-19,No, , , , ,Yes,Non-degree, ,Yeshiva,5 Towns,3, ,1, , , , ,3.455782413,90.56,NY, ,1460,760,700
492,M,UA,BA,UM,YC,ECO,ECOG,5/31/19,201901,Economics,-,Yes,Full-time (30+ hours/week),-,-,-,Yes,No,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours",Yes,4,-,May-19,No, , , , ,Yes,MD, ,Medicine,Unsure,3, ,1, , , , ,3.852534533,91.93,NY, ,1310,740,570
493,M,UA,BA,UM,YC,PSY, ,5/31/19,201901,Psychology,-,No,-,-,-,-,Yes,No,No,No,-, ,Yes,4,-,Sep-18,No, , , , ,Yes,Semicha, ,Rabbinics,Riets,3, ,1, , , , ,3.21752739,92.343,NY, ,1310,580,730
494,F,UA,BA,UW,ST,ENG,ENGP,5/31/19,201901,English,Yes,Yes,Full-time (30+ hours/week),Employed in some other work category,Moderately related,Strongly related,No,-,No,Yes,My third year on campus,"Walk-in Hours,YU CareerLink",Yes,3,Job or Social Media website,May-19,Yes,Press Kitchen,Account Coordinator,Accounting,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.470404863,93.2,MD, ,1180,550,630
495,F,UA,BS,UW,SY,BUS,BMKT,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,Weekly Email,On-Campus Recruiting,Employer Site Visits",Yes,4,-,May-19,Yes,RZA,marketing assistant,Marketing,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.0095238689999997,87,ON,CANADA,1095,460,635
496,M,UA,BA,UM,YC,POL, ,5/31/19,201901,Political Science,No, ,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Moderately related,Strongly related,Yes,No,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink",Yes,2,Job or Social Media website,Summer 2019,Not Seeking, , , , ,No, , , , ,5,1,1,1,1, ,1,3.9368422030000003,90.77,ON,CANADA, , , 
497,F,UA,BS,UW,SY,BUS,BMAN,5/31/19,201901,Business & Management, , , , , , , , , , , , , , , , ,Yes,JM Zoning LLC,Assistant Project Manager,Construction,Declined to Answer,No, , , , ,2,1, , , , ,1,3.5377359389999996,88.14,NY, ,1250,660,590
498,M,UA,BS,UM,SY,ACC, ,1/31/19,201809,Accounting,No,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,Yes,No,No,Yes,My first year on campus,"Individual Appointment,Workshop / Panel,YU CareerLink,On-Campus Recruiting,Career Fair,Employer Site Visits",Yes,2,"Alumni Contact (made through Career Center event, program, or referral)",Jan-19,Yes,Goldman Sachs,Internal Audit Analyst,Accounting,"$80,000 and over",No,-, , , ,2,1, , , , ,1,3.6388888360000005,83.68,VA, ,950,480,470
499,F,UA,BS,UW,SY,BUS,BFIN,1/31/19,201809,Business & Management, , , , , , , , , , , , , , , ,Jan-19,Yes,Bloomberg,Equity Analyst,Journalism,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.26523304,83.83,NY, ,980,420,560
500,F,UA,BA,UW,ST,COM, ,5/31/19,201901,Computer Science,No,Yes,Full-time (30+ hours/week),Employed in some other work category,Moderately related,Moderately related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,On-Campus Recruiting,Career Fair",Yes,1,Career Fair,May-19,Yes,Broadridge Financial Services,Management Trainee,Software engineering,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.9727272989999998,94,CA, ,1410,700,710
501,M,UA,BA,UM,YC,BIO, ,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.817460299,95,NJ, ,1480,780,700
502,M,UA,BS,UM,SY,BUS,BMAN,5/31/19,201901,Business & Management,-, ,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,Semicha, ,Jewish Studies,YU,3, ,1, , , , ,3.039999962,90,AZ, ,1205,600,605
503,M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting,Yes,Yes,Full-time (30+ hours/week),-,Moderately related,Moderately related,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,On-Campus Recruiting,Career Fair",No, ,Career Center On-Campus Recruiting (non-alumni),May-19,Yes,EY,Tax Staff,Accounting,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.7333333489999996,93.26,NY, ,1345,740,605
504,F,UA,BS,UW,SY,BUS,BFIN,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Slightly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Workshop / Panel,On-Campus Recruiting,Career Fair",Yes,2,Internship or P/T job turned into F/T,May-19,Yes,WeWork,Project Coordinator,Real Estate,"$70,000 - $79,999",No,-, , , ,2,1, , , , ,1,4.0,95.779,NY, ,1430,660,770
505,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,No,Yes,Full-time (30+ hours/week),Employed in temp/contract assignment,Strongly related,Strongly related,Yes,Yes,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel",No, ,Other,May-19,Yes,Columbia Dental School,Research Intern,Medical Research,"Under $20,000",No,-, , , ,2,1, , , , ,1,4.0,99.159,NY, ,1470,700,770
506,F,UA,BA,UW,ST,SOC, ,1/31/19,201809,Sociology,-,No,-,-,-,-,Yes,No,No,No,-, ,No, ,-,Jan-19,No, , , , ,Yes,Master's, ,Social work,Not sure,3, ,1, , , , ,3.853479862,86.1, ,CANADA,1110,580,530
507,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.2706270219999998,92,FL, ,1175,600,575
508,M,UA,BA,UM,YC,BIO, ,5/31/19,201901,Biology,-,No,-,-,-,-,Yes,No,-,No,-, ,Yes,1,-, , , , , , , , , , , ,6,1,1,1,1, ,1,3.1111111639999995,82.7, , ,935,480,455
509,M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management,Yes,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,Financial Edge Course,Yes,2,Internship or P/T job turned into F/T,May-19,Yes,Moelis & Company,Investment Banking Analyst,Finance,"$80,000 and over",No,-, , , ,2,1, , , , ,1,3.956989288,80.76,ON,CANADA,1185,580,605
510,F,UA,BA,UW,ST,SHA,SHAA,1/31/19,201809,Shaped Major, , , , , , , , , , , , , , , , ,Yes,SURREAL.EVENTS,events coordinator,Marketing,Declined to Answer,No, , , , ,2,1, , , , ,1,3.417670727,88.61,NY, ,1300,560,740
511,F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology,-,No,-,-,-,-,No,-,No,Yes,My fourth year on campus,YU CareerLink,Yes,2,-,May-19,No, , , , ,Yes,Master's, ,Speech pathology,Katz,3, ,1, , , , ,3.5136876110000004,85,CA, ,930,460,470
512,F,UA,BS,UW,SY,ACC, ,5/31/19,201901,Accounting,No,Yes,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,On-Campus Recruiting",No, ,Career Center On-Campus Recruiting (non-alumni),May-19,Yes,Deloitte,Tax Intern- Summer 2019,Tax,Declined to Answer,Yes,Master's, ,Master's in Taxation,Sy Syms School of Business,1, , , , , , ,3.651376247,86.95,NY, ,1200,560,640
513,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Walk-in Hours,Yes,1,-,May-19,No, , , , ,Yes,Master's, ,Psychology,Hunter Silberman School of Social Work,3, ,1, , , , ,3.799999952,96.4,NY, ,1230,640,590
514,M,UA,BS,UM,SY,BUS,BMAN,1/31/19,201809,Business & Management, , , , , , , , , , , , , , , , ,Yes,"Bank Hapoalim; Founder, Co-Owner @ Wood By Design",customer services associate investments services,Finance,Declined to Answer,No, , , , ,2,1, , , , ,1,3.78881979,83.33, ,ISRAEL,1080,550,530
515,M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,"Individual Appointment,Workshop / Panel,YU CareerLink,On-Campus Recruiting,Career Fair",Yes,1,-,May-19,No, , , , ,Yes,Master's, ,Biotechnology,Katz,3, ,1, , , , ,3.477124214, , ,PANAMA,1390,650,740
516,F,UA,BS,UW,SY,BUS,BMKT,5/31/19,201901,Business & Management, , , , , , , , , , , , , , , ,May-19, , , , , ,Yes,Master's, ,Marketing,unknown,3, ,1, , , , ,3.539999962,94,CA, ,1300,660,640
517,F,UA,BS,UW,SY,BUS,BMKT,5/31/19,201901,Business & Management,No, ,Full-time (30+ hours/week),Employed in some other work category,Moderately related,Moderately related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink,YU InfoLink,Career Fair",Yes,3,Other,May-19,Yes,Leo Schachter Diamonds Co.,Marketing Assistant,Marketing,"$40,000 - $49,999",No,-, , , ,2,1, , , , ,1,3.4204545019999997,89.47,FL, ,1240,580,660
518,F,UA,BA,UW,ST,PSY,PSYN,5/31/19,201901,Psychology, , , , , , , , , , , , , , , , ,Yes,Abaita Restaurant,Hostess,Hospitality,Declined to Answer,No, , , , ,2,1, , , , ,1,3.649350643,89.43, , ,1435,680,755
519,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Walk-in Hours,No, ,-,May-19,No, , , , ,Yes,Master's, ,Physician Assistant,Cuny YORK,3, ,1, , , , ,3.87142849,96.32,NY, ,1390,650,740
520,F,UA,BS,UW,SY,BUS,BMAN,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,"Individual Appointment,Career Center Website",Yes,2,-,May-19,No, , , , ,Yes,Master's, ,Architecture,Spitzer School of Architecture at City College,3, ,1, , , , ,3.569767475,91.95,NJ, ,1285,650,635
521,M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink",Yes,1,-,May-19,No, , , , ,Yes,Master's, ,Taxation,Sy Syms,3, ,1, , , , ,3.178861856, ,FL, , , , 
522,F,UA,BA,UW,ST,POL, ,5/31/19,201901,Political Science,-,No,-,-,-,-,No,-,No,Not sure / Don't remember,-, ,No, ,-, ,Yes,Loujen Appraisal Processing & Administrative Services,Consultant,Consulting,Declined to Answer,No, , , , ,2,1, , , , ,1,3.713541746, , , , , , 
523,M,UA,BA,UM,YC,BIO, ,5/31/19,201901,Biology, , , , , , , , , , , , , , , , ,Yes,Pilot,Account Executive,Sales,Declined to Answer,No, , , , ,2,1, , , , ,1,3.6111111639999995,85.36, , , , , 
524,M,UA,BS,UM,SY,BUS,BIMA,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Not sure / Don't remember,-, ,No, ,-, , , , , , , , , , , ,4,1,1,1, ,1,1,3.698630095,85,CA, ,1370,690,680
